Carimbo de data/hora,status de envio do email de onboarding,Qual é a sua idade? 🌐, Qual é o seu nível de escolaridade? 🎓,Em qual bairro/cidade você mora? 🏠 (por favor bote em caps lock para fins de padronização. Ex: FORTALEZA/PRAIA DE IRACEMA),"Como você se identifica em termos de raça/etnia? (por exemplo, preta, parda, branca, indígena, etc.) ✊🏽 ",Como você se identifica em termos de gênero? 🏳‍🌈,Como você se identifica em termos de orientação sexual? 💖,Você tem filhos?  👧👦 ,"Você sempre foi da área de T.I.? Se não, qual sua área original?  💻 ",Qual sua situação profissional? 💼,"Se, atualmente, você está profissionalmente ativa, poderia nos fornecer mais detalhes? 💼","Por favor, descreva um pouco sua jornada até aqui  ✍️ 🧳 ",Você programa/já programou em Python?  🐍 , Há quanto tempo você trabalha ou estuda na área de tecnologia? ⏳,"Se você não sabe programar em Python, você tem interesse em aprender? 🐍",Como você se considera seu nível na linguagem Python? 🐍,Você trabalhou com Python em qual segmento? 💻🐍,Com quais outras tecnologias você já trabalhou?  💻,Como você conheceu a comunidade PyLadies? 🌟,Você já participou de algum evento organizado pela PyLadies Fortaleza? 🌟,O que você espera da comunidade PyLadies? 🌟,Como você pode contribuir para a comunidade? 🌟,Qual dessas áreas mais te despertam interesse? 🔍,Qual tipo de evento você mais gosta de participar? 🤝,Você se sente confortável para ministrar palestras/cursos/etc? 🤝,Sobre quais assuntos você poderia ministrar palestras/cursos/etc? 🔍,O que poderia ter na comunidade para despertar seu interesse em interagir/participar mais? 🌟,Você gostaria de participar de um programa de mentoria na comunidade PyLadies Fortaleza? 🌟,"Você fez/faz parte de alguma outra comunidade? Se sim, qual? 🔍",Você tem experiência com organização de eventos?  🔍,"Além de tecnologia, quais outros interesses você cultiva?  🎨 ","Você aceita que a PyLadies Fortaleza colete, trate e armazene seus dados fornecidos neste formulário?",Data de aniversário dd/mm - para fins fofinhos da Squad de RH  🎂 ,Formato Data (Ignorar Ano),Você autoriza a postagem comemorativa de aniversário? 👤 ,"Qual é a sua profissão atual ou área de atuação? 💼 (Exemplo: Engenheira de Software, Cientista de Dados, Engenheira de Dados, QA, UX..)",Qual é a sua faixa de renda mensal? 💰,"Se sim, há quanto tempo programa/programou em Python? 🐍",Com que frequência você participa de eventos da PyLadies? 📅, Quais são os principais desafios que você enfrenta como mulher na área de tecnologia? 🚧,Que tipo de apoio ou recursos você gostaria de ver mais na comunidade? 🤲,Você prefere trabalhar em projetos individuais ou em equipe? Por quê? 👩‍💻,"Precisa da sua autorização para guardar suas informações do formulário! 📝 Usaremos só para entender melhor vocês e planejar eventos incríveis! ✨ Promessa: seus dados ficam seguros conosco, sem compartilhamento! 🤫
Você aceita? 👍","Nos próximos eventos, tiraremos muitas fotos incríveis! 📸  Queremos compartilhar a energia boa com todos! ✨ Usaremos algumas fotos com você em posts, convites e divulgação. 😉 Você autoriza a PyLadies Fortaleza a usar sua imagem? 👍",email_hash,nome_hash,contato_hash
2024-12-19 14:18:56,Enviado,Entre 41 e 50 anos,Graduação - concluído,ALDEOTA,Branca,Transgênera,Lésbica,Não,Sempre,Funcionária de empresa privada (CLT/PJ),Não quero mudar de emprego/estágio/etc.,"Em fev/2025 completo 29 anos na mesma empresa, entrei como estagiária e sigo ligada a área de infra (on premise e nuvem) até o momento.",Sim,Mais de 4 anos,Não se aplica,Júnior,"Análise/Visualização de Dados, Desenvolvimento Web, Jogos","+30 anos de TI - Praticamente todas as areas de infra - S.O., Conectividade, Armazenamento e Segurança. Comecei programando em C (década de 90)",Indicação de amiga(o),"Sim, como participante",CONHECER MAIS MULHERES LIGADAS A TECNOLOGIA,TENHO DISPONILIDADE PARA COMPARTILHAR MINHA EXPERIENCIA EM GESTAO E MEU CONHECIMENTOS EM TI,"Análise/Visualização de Dados, Big Data, Data Science, IoT, Machine Learning",Atividades lúdicas e recreativas,Sim,"Segurança, infra, sistemas operacionais, nuvem...",O que existe está ótimo pra mim,Talvez,não,Não,"🎨 (arte, representando interesses criativos), ⚽ (futebol, representando interesses esportivos), 🎮 (jogos, para quem curte videogames)",,28/11,,Sim,Gerente de Pós-Venda,Acima de 7 salários míninos ( >= 9.884 ),2 a 4 anos,Entre 1 a 3 eventos por ano,ATUALMENTE QUASE NENHUM MAS MUITO DEVIDO A POSICAO QUE EU OCUPO,NAO SEI DIZER,Equipe,"Sim, autorizo!","Sim, autorizo!",fefd92d288765130b80936d0c46e9a3bbd0adc8f8feb6c92e59bcc24157d1299,ddece6c1c3601c7138444638be7f1e9abaea46bc1afcd177b702716e96399238,d905fbe28ba744528c093340ba5495f0678ded0ff6caba9d0e4bc2594d81c871
2025-09-01 22:45:03,Enviado,Entre 41 e 50 anos,Graduação - cursando,Messejana ,Parda,Cisgênera,Heterossexual,Sim e sou a única responsável por eles,Designer de interiores ,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Estou estudando Ciências de dados,mais já estudei HTML/CSS/JAVASCRIPT/PYTHON/LINUX e um pouco de DOCKER e alguns frameworks como Angular/Jango e ionic.",Não,2 a 4 anos,Sim,Júnior,"Desenvolvimento Web, Testes, Estudos ",Inteligente Artificial /Internet das Coisas (IoT)/AWS etc...,Indicação de amiga(o),"Sim, como participante",ESPERO ME ENGAJAR UM POUCO MAIS E PODER AJUDAR,EU GOSTARIA MUITO DE AJUDAR DE ALGUMA FORMA,"Análise/Visualização de Dados, Desenvolvimento Web, IoT, Jogos, Machine Learning, Segurança, Testes",Palestras,Talvez,Ionic,"Acho que já me desperta muito interesse,porém estava um pouco sem tempo,agora vou tentar me engajar mais.",Talvez,Estou no grupo PyLadies desde 2022 ,Sim,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",Sim,16/01/1979,16/01/2023,Sim,Engenharia da Computação/Ciências de dados,Menos de 1 salário mínino ( < 1.412),Não se aplica,1 evento por ano,EXISTE MUITO PRECONCEITO POR SER MULHER E TAMBEM SINTO POR CONTA DA IDADE,GOSTARIA DE ESPACO DE COLABORACAO EM PROJETOS,"Os dois,acho importante o trabalho em equipe para ter a oportunidade de aprender com outras pessoas.","Sim, autorizo!","Sim, autorizo!",99dbb55b967c8c2e720b4d4a95cba2e71a98c71609716a314f4e1490f647f9e7,7f8584b07e5b927129f6b41a862c6f352587472786f98cea02095a92c6a04845,5c643530975d11377a1ba923f30377baa7e806efe98fe3cd951f838c5ecb9289
2025-01-23 23:01:23,Enviado,Entre 31 e 40 anos,Graduação - cursando,Meruoca ,Parda,Cisgênera,Heterossexual,Não,GESTÃO EM RECURSOS HUMANOS ,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,,Não,Não se aplica,Sim,Não sei definir,Não se aplica,,"Redes Sociais (Instagram, Facebook e etc)",Não,APRENDER,,"Análise/Visualização de Dados, Big Data, Data Science, Desenvolvimento Web, IoT, Jogos, Machine Learning, Segurança, Testes, Web scrapping","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",,,"Sim, como mentora e mentorada",Não ,Não,"📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🧘‍♀️ (bem-estar, para práticas como yoga)",,23/11/1989,,Sim,Gestão em Recursos Humanos ,Menos de 1 salário mínino ( < 1.412),Não se aplica,,,,Equipe ,"Sim, autorizo!","Não, obrigada!",f86200223a5abb00402cd5d5955fd973e59814a2bc2ad2c8f8658824848d3a07,9f4f506d740d17e01d1cb200cb47822ef0258ca61ef51b4422f8912439482b6c,b1c6e1c6bfa4eb4c01e543281f2b312491f0dbecccc3da1a65bd097a1e96d017
2025-05-23 20:22:30,Enviado,Entre 25 e 30 anos,Pós-Graduação Stricto Sensu (Mestrado/Doutorado/Pós-Doutorado) - concluído,FORTALEZA/PARANGABA,Branca,Cisgênera,Heterossexual,Não,Publicidade,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Sou publicitária, pós graduada em gestão de pessoas e negócios. Adoro comunidades e tenho algumas na cidade, assim como adoro chocolate. Entrei no ecossistema FIAP e estou me conectando na cidade com eventos e comunidades de tecnologia.",Não,menos de 1 ano,Talvez,Não se aplica,Não se aplica,Já atuei na área de rede de computadores e apoio em informática básica ,Indicação de amiga(o),Não,PODER CONHECER A GALERA IR PARA OS EVENTOS E QUEM SABE FECHAR UMA PARCERIA,POSSO AJUDAR COM PARCERIA OU APOIO DE FORMA VOLUNTARIA COM EVENTOS,"Jogos, Segurança","Workshops, Palestras",Não,,,Não,"Comunica Compartilha, UX Fortaleza, Comunidade de produto",Sim,"🎨 (arte, representando interesses criativos), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,06.10.1995,,Sim,Communiy Manager,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,1 evento por ano,SENTI FALTA DE ORIENTACAO INSPIRACOES MULHERES PRA CONVERSAR,,"Em equipe, pois na minha rotina ja trabalho muito sozinha.","Sim, autorizo!","Sim, autorizo!",07d695a1a91b53719f6fd45f54c437c266fc71ae898169442ef9e9c51229f514,71ae930c5962776c544f7e615fae194b88fbef48a00d94ef0d95f5630804fc56,c70512f5f934cd6d406fd86c040df4fe1d0c1c8402443e5a14a3c72e0cf0374e
2025-02-06 16:39:03,Enviado,Entre 25 e 30 anos,Graduação - cursando,FORTALEZA/MONDUBIM ,Parda,Prefiro não informar,Lésbica,Não,e-Commerce ,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",,Sim,menos de 1 ano,Sim,Júnior,"Análise/Visualização de Dados, Testes",Javascript,"Redes Sociais (Instagram, Facebook e etc), Indicação de amiga(o)",Não,UM LOCAL DE APRENDIZADO E TROCA DE EXPERIENCIAS,COMO MONITORA QUEM SABE FALANDO SOBRE VIVENCIAS NO DIA A DIA,"Análise/Visualização de Dados, Big Data, Jogos, Segurança, Testes","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Talvez,,,"Sim, como mentorada",Não ,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), ⚽ (futebol, representando interesses esportivos), 🎶 (música, para interesses musicais), 🎮 (jogos, para quem curte videogames)",,04/09/1997,,Não,Analista de e-Commerce ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,Entre 3 a 5 eventos por ano,CREDIBILIDADE,,"Individuais, nunca estive em um trabalho de equipe.","Sim, autorizo!","Sim, autorizo!",f341c1fd292992ec9c49769fbace3049953099d900f3ba77830651659080a514,7edcea4d33a245a39885e8603c3b211769e19ef81399c9b1b02135726dc41877,e5faa008a59b13eb2dfb0d0ce88f62801ebe4ec804485e247ab3a4f449f72c34
2024-12-19 19:17:20,Enviado,Entre 31 e 40 anos,Graduação - cursando,BONSUCESSO,Branca,Cisgênera,Lésbica,Não,Financeiro,Estagiária,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Sempre trabalhei na área financeira, mas gostar mesmo era de informática, qté que tomei a decisão de realmente me posicionar na área de tecnologia começando com curso de analista de dados e agora fazendo engenharia de software. To muito feliz com tudo.",Sim,1 ano a 2 anos,Não se aplica,Júnior,"Análise/Visualização de Dados, Desenvolvimento Web","SQL, POWER BI","Redes Sociais (Instagram, Facebook e etc)",Não,NETWORKING,COMPARTILHANDO MINHA EXPERIENCIA COM NOVAS PESSOAS DE FORMA A ENCORAJAR E INCLUIR AS MULHERES NA TECNOLOGIA,"Análise/Visualização de Dados, IoT, Automatização ","Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",SQL,Workshops,"Sim, como mentora e mentorada",Não,Prefiro não informar,"⚽ (futebol, representando interesses esportivos), 🍳 (culinária, para quem gosta de cozinhar)",,18/01/1993,,Sim,Estagiária de BI,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,1 evento por ano,EU REALMENTE SINTO QUE OS HOMENS ACHAM QUE SABEM MAIS AO TEMPO QUE NAO DEMANDAM TAREFAS PARA MULHERES COM MEDO DE NAO DARMOS CONTA OU MEDO DE PERDER A POSICAO,ACHO QUE FALTA MAIS ASSUNTO SOBRE A LINGUAGEM DE PYTHON EM SI,"Individuais, mas trabalho bem em equipe. Acho que so pelo fato de poder trabalhar no meu tempo, seja rápido ou lento, mas no meu tempo, sem distrações.","Sim, autorizo!","Sim, autorizo!",42d319c01bca50964f52fef555f4f7cf6e15823acee6f35070fa9d4808eeaa76,1faeb8f133cb50f4f6aafef0894e3ffd35314673ce15dc14902384d5640ac2b5,0c715ec555fb4e994bd733b2052befea56d365087f0badcb5068e5fe8fe15d13
2025-01-22 01:22:32,Enviado,Entre 25 e 30 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - cursando,FORTALEZA/JACARECANGA,Parda,Cisgênera,Lésbica,Não,ADMINISTRATIVO,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",,Sim,2 a 4 anos,Sim,Júnior,"Análise/Visualização de Dados, Big Data, Data Science, Web scrapping",,"Redes Sociais (Instagram, Facebook e etc)",Não,,,"Análise/Visualização de Dados, Big Data, Data Science, Machine Learning, Segurança, Testes, Web scrapping","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",,,"Sim, como mentorada",NÃO,Sim,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), ⚽ (futebol, representando interesses esportivos), 🍳 (culinária, para quem gosta de cozinhar), 🧘‍♀️ (bem-estar, para práticas como yoga)",,30/10,,Sim,ANALISTA DE DADOS,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,,,,,"Sim, autorizo!","Sim, autorizo!",20043c88b27e9286ae11eebe38c9a8a9c4b8b73b689c97f4afded766432df05f,cafc2bd1a5c8f89e360323902f79173699198afa3d2512ceb224f57ab6971287,cefd34061aaf499031df31cbdee094f2e201c35df39747516b7b36d88168150f
2024-12-19 13:45:50,Enviado,Entre 31 e 40 anos,Pós-Graduação Stricto Sensu (Mestrado/Doutorado/Pós-Doutorado) - concluído,FORTALEZA/MARAPONGA,Amarela,Cisgênera,Heterossexual,Não,"sou engenheira mecânica, mas trabalho como programadora a mais de dois anos",Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","atualmente trabalho como desenvolvedora de software utilizo basicamente C# entre outras linguagens no trabalho. Já fui estagiária para desenvolvimento de sistemas de ML utilizando Python em duas empresas, fiz vários cursos entre eles de machine learning, big data utilizando python",Sim,Mais de 4 anos,Não se aplica,Júnior,"Data Science, Machine Learning",,Indicação de amiga(o),"Sim, como participante",PODER SER UM AMBIENTE SEGURO PARA AS MULHERES QUE QUEREM SEGUIR CARREIRA NESSA AREA,AJUDANDO AS PESSOAS ENSINANDO O QUE EU JA APRENDI PARA OUTROS,"Análise/Visualização de Dados, Data Science","Atividades lúdicas e recreativas, Workshops","depende do assunto, mas sim","introdução a programação
machine learning
","meu maior problema é que tem dias que eu não consigo acompanhar os ritmos das postagens, e algumas vezes nos eventos chocam horário ",Talvez,não,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🍳 (culinária, para quem gosta de cozinhar), 🎮 (jogos, para quem curte videogames)",,12/07,,Sim, Engenheira de Software,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),2 a 4 anos,1 evento por ano,POUCAS MULHERES NA AREA TORNANDO UM AMBIENTE TOTALMENTE MASCULINO,,"depende do tipo/tamanho/natureza do projeto e principalmente da equipe. Em projetos de médio a grande porte trabalhar em equipe tem várias vantagens, porque além de conseguir dividir tarefas existe uma troca de conhecimentos que ajuda muito. ","Sim, autorizo!","Sim, autorizo!",cec1ceb1d4059e74d261d48859900f215a2aa2224e12b309bbb696330aaac58c,bc72678e75e876b9fc44e0c94f1fa1c87d25ee7b76b492f2579abfc802be0380,6d9710df1d83f27c76c9106246e4a98774fbc5c63e0441b9800471fd90377076
2025-10-04 11:03:50,Enviado,Entre 25 e 30 anos,Graduação - incompleto,VILA UNIÃO/FORTALEZA,Parda,Cisgênera,Heterossexual,Não,Sim,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Atuo há pouco mais de um ano na área de QA, com experiência em testes manuais e início na automação. Participo da análise de requisitos, criação e execução de casos de teste, identificação de bugs e apoio na garantia da qualidade em ciclos ágeis. Tenho familiaridade com ferramentas como Jira, Testlink… e estou sempre buscando evolução contínua.",Não,1 ano a 2 anos,Sim,Não se aplica,Não se aplica,,Evento,Não,ESPERO ENCONTRAR UM ESPACO DE APOIO TROCA DE EXPERIENCIAS APRENDIZADO CONSTANTE E INCENTIVO MUTUO ONDE POSSAMOS CRESCER JUNTAS COMPARTILHAR CONQUISTAS E ENFRENTAR OS DESAFIOS DA AREA DE TECNOLOGIA COM MAIS REPRESENTATIVIDADE E SORORIDADE,POSSO CONTRIBUIR COMPARTILHANDO MINHA JORNADA NA AREA DE QA AJUDANDO OUTRAS MULHERES QUE ESTAO COMECANDO TROCANDO DICAS DE APRENDIZADO OPORTUNIDADES E FERRAMENTAS ALEM DE OFERECER APOIO E INCENTIVO PARA QUEM BUSCA SE DESENVOLVER NA TECNOLOGIA ASSIM COMO EU,"Segurança, Testes","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Não,,Mais conhecimento ,"Sim, como mentorada","PMI MULHER CEARÁ, BANDO DE MULHER",Sim,"🎨 (arte, representando interesses criativos), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,16/02/1996,,Sim,QA,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),Não se aplica,,,,Em equipe. ,"Sim, autorizo!","Sim, autorizo!",3383a6fdd077c7ddfcbaf90d642353201a012cad12c06d38abed73e6fa276aee,5ddb0af1acecebb45985c34657e5001d5349b72bad9394f072ffa07f0b6f4ee6,387718ec0b2df66975d9b07a72681a8f43be17eb09759c1e2f01cc1e56b3b375
2025-08-05 20:17:03,Enviado,Entre 18 e 24 anos,Graduação - cursando,Blumenau/Velha,Branca,Cisgênera,Heterossexual,Não,Sim,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Aluna bolsista de projeto de extensão de Segurança Computacional (CTF) - PHP, HTML, JavaScript, CSS
Estágio Desenvolvimento Backend - Serasa Experian 
Analista de desenvolvimento de sistemas I backend - Serasa Experian ",Sim,2 a 4 anos,Sim,Pleno,"Análise/Visualização de Dados, Desenvolvimento Web","JavaScript, Typescript, Go, Java, C, HTML, CSS, PHP","Redes Sociais (Instagram, Facebook e etc)",Não,NOVAS EXPERIENCIAS NETWORKING APRENDIZADOS PASSAR CONHECIMENTO PARA O PROXIMO,CONHECIMENTOS EM BACKEND E EXPERIENCIAS PROFISSIONAIS,"Desenvolvimento Web, Jogos, Segurança, Testes","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa","Backend, experiência profissional, experiência acadêmica",,"Sim, como mentora e mentorada",Elas digitais,Sim,"⚽ (futebol, representando interesses esportivos), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo)",,14/05,,Sim,Analista de desenvolvimento de software,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),2 a 4 anos,,INSEGURANCA DESCONFIANCA DA CAPACIDADE,,Ambos,"Sim, autorizo!","Sim, autorizo!",bae0a997aab0a809ed8a7ef45d1d93e94a377379b37667e854b74a4f24a18997,98620fccab391dde460492d525a8437001029cc962ef60ea04f124d2267cbf34,e207e192010a8b38b3db293969a7a54be55f1617a797f27c49738ee6fc5e4ac7
2025-12-02 12:05:59,Enviado,Entre 18 e 24 anos,Graduação - cursando,ALDEOTA/FORTALEZA,Branca,Cisgênera,"Assexual, Heterossexual",Não,Sim,Não trabalho e estou buscando um emprego/estágio,,"Concluí o ensino médio recentemente e me senti perdida na hora de escolher qual profissão seguir. Sempre me interessei pela área de audiovisual, mas me senti desencorajada a fazer o curso que desejava por alguns motivos. Então, vendo que o mercado de TI está aquecido, resolvi tentar o curso de Análise e Desenvolvimento de Sistemas e acabei me identificando bastante, principalmente por perceber que o audiovisual também está atrelado a TI —  combinam-se em computação gráfica. Porém, acabei achando outra zona de interesse: cibersegurança. E acredito que será o que irei seguir profissionalmente. 
Agora, em paralelo a faculdade, tenho estudado de forma autodidata e pretendo voltar aos estudos de inglês. Ademais, entendo que estar em contato com pessoas mais experientes seria uma ótima fonte de aprendizado, além de, claro, poder compartilhar conhecimentos e, assim, tornar essa caminhada um pouco mais leve para todas nós.",Não,menos de 1 ano,Sim,Não se aplica,Não se aplica,,Indicação de amiga(o),Não,ESPERO ENCONTRAR UM AMBIENTE ACOLHEDOR ONDE EU POSSA ME CONECTAR COM OUTRAS MULHERES NA AREA TROCAR CONHECIMENTOS E EXPERIENCIAS E PARTICIPAR DE EVENTOS QUE CONTRIBUAM PARA MEU DESENVOLVIMENTO PROFISSIONAL E PESSOAL,POSSO CONTRIBUIR COLABORANDO EM PROJETOS COMUNITARIOS PARTICIPANDO QUE EVENTOS E COMPARTILHANDO MEUS APRENDIZADOS COM OUTRAS MULHERES INICIANTES,"Big Data, Jogos, Segurança, Computação gráfica ","Atividades lúdicas e recreativas, Workshops",Talvez,,,Talvez,"Faço parte de uma comunidade chamada STEM girls. Ela está presente no discord, com um servidor, e no twitter, com uma comunidade e pela #bolhatechgirl",Sim,"🎨 (arte, representando interesses criativos), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,07/06,,Não,Tenho interesse na área de cibersegurança,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),Não se aplica,Entre 1 a 3 eventos por ano,ACREDITO QUE TODAS AS MULHERES JA PRESENCIARAM OU PASSARAM POR ALGUM TIPO DE ESTEREOTIPO DE GENERO COMENTARIOS OU TRATAMENTOS DESAGRADAVEIS SINTO QUE HA UMA NECESSIDADE CONSTANTE DE PROVAR QUE SOMOS TAO CAPAZES QUANTO OS HOMENS QUE SAO A MAIORIA NA AREA,,"No geral, prefiro trabalhar em equipe, porque o aprendizado vai além da parte técnica. Não é apenas sobre adquirir conhecimento em tecnologia, mas também sobre desenvolver networking, comunicação, criatividade, melhor resolução de conflitos, etc. ","Sim, autorizo!","Sim, autorizo!",7b3a532369d8c3917c9300c2921314d3045c2bb3d75056df7246c9caab2f63c4,dc24a90fc47fd92a4b7c845dd0aa3f09776e347e6dfab7e558bb3abbccc944f7,e56a1abd6a7787d0f7036f16a8e8a1b61a699ac52496b7d0481def2ee4bfb2c9
2024-12-20 19:06:13,Enviado,Entre 18 e 24 anos,Graduação - incompleto,Fortaleza/Bonsucesso,Parda,Cisgênera,Heterossexual,Não,Sempre fui,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","2020 - Entrei na faculdade de ciência da computação no IFCE
2022 - Encontrei meu primeiro emprego na área, como desenvolvedora.
2023 - Entrei em processo de migração para área de QA
2024 - Entrei no meu primeiro emprego como QA e estou migrando de faculdade, pretendo fazer engenharia de softwere.
",Sim,2 a 4 anos,Não se aplica,Júnior,Testes,"Php, HTML, CSS, JS e SQL.",Indicação de amiga(o),"Sim, como participante",UM GRUPO QUE SE APOIE COMO PROFISSIONAIS E COMO MULHERES E HOJE EM DIA ESTA DE ACORDO COM O QUE A COMUNIDADE E,COMPARTILHANDO CONHECIMENTO E APOIANDO AS COLEGAS,"Desenvolvimento Web, Segurança, Testes","Atividades lúdicas e recreativas, Palestras",Talvez,"1- Automação com ROBOT
2- Como iniciar na área de teste
3- Como utilizar a IA para o dia a dia para facilitar os testes.",Rodas de conversa,"Sim, como mentorada",GDG Fortaleza,Sim,"🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo), 🎮 (jogos, para quem curte videogames)",,17/04,,Não,QA,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),1 ano a 2 anos,1 evento por ano,NAO TER VOZ ATIVA E NAO SER ESCUTADA,,"
Equipe, acredito que, assim como quem desenvolve não deve testar o próprio trabalho para evitar vieses, em projetos individuais também não evoluímos tanto quanto em equipe, pois deixamos de compartilhar e aprender com as experiências coletivas do time.","Sim, autorizo!","Sim, autorizo!",015478fd60a402c71d2cf4d73d367a13a2c596b4f531ef4291d68e66aec18c16,ca3e049df336ec64265d55a1ae814b128261c50def1efafa06602c7b560011c4,0c8ef925e2a62ec1067e3ff5d8e1e7d042b09597050d3cd6a692b44c43fa78a9
2024-12-19 14:01:36,Enviado,Entre 31 e 40 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,Messejana ,Branca,Cisgênera,Bissexual,Não,"Não, funcionária pública dos correios",Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Iniciei a busca por uma área profissional que me trouxesse satisfação. Pedi demissão dos correios e atuei como recepcionista, garçonete,promotora de produtos,freelas em bares até que conheci a area de ti e comecei a estudar,entendi o poder do linkedin e através de estudos ,participação em comunidades da área,postagens no linkedin consegui minha primeira oportunidade e desde então busco sempre me qualificar e atuar em comunidades para que mais mulheres também consigam alcançar seus desejos ",Sim,2 a 4 anos,Sim,Júnior,Testes,"Cypress,java,postman,docker",Indicação de amiga(o),"Sim, como organizadora, Sim, como palestrante/ministrante de curso/etc., Sim, como participante",,,"Análise/Visualização de Dados, Testes","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Sim,Área de testes e como utilizar o linkedin,,Talvez,Cantinho das QAs,Sim,"🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo), 🎮 (jogos, para quem curte videogames)",Sim,13/10,13/10/2023,Sim,QA,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),menos de 1 ano,Entre 1 a 3 eventos por ano,,,,"Sim, autorizo!","Sim, autorizo!",325aa20b12f52e23c61918f9f0b3becf43e2b4aa863f9d96b0dd93e1beb6cd63,ca3488ac516d8fdc0f85faf497c3aa49ff283b154b27a2636d537b29c9d665c2,044f469452233b62fed42ba4ba982814d1f2d76a673fd43b075cf447739f3d80
